"","Ho","Hs","Ht","Dst","Htp","Dstp","Fst","Fstp","Fis","Dest"
"X1174_18",0.05,0.1276,0.1234,-0.0042,0.1192,-0.0083,-0.0338,-0.07,0.6081,-0.0096
"X1176_26",0.1667,0.333,0.4165,0.0835,0.5,0.167,0.2004,0.3339,0.4995,0.2503
"X18217_20",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X1190_14",0.0667,0.1715,0.1858,0.0142,0.2,0.0285,0.0767,0.1424,0.6113,0.0344
"X1196_41",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X1210_13",0.1,0.1503,0.1474,-0.0029,0.1444,-0.0058,-0.0198,-0.0403,0.3345,-0.0069
"X1209_37",0.0556,0.1279,0.1235,-0.0044,0.119,-0.0089,-0.036,-0.0747,0.5658,-0.0102
"X1213_12",0.1111,0.1459,0.1563,0.0104,0.1667,0.0207,0.0664,0.1245,0.2385,0.0243
"X1215_20",0.1111,0.1459,0.1563,0.0104,0.1667,0.0207,0.0664,0.1245,0.2385,0.0243
"X1219_32",0.2,0.2762,0.2992,0.023,0.3222,0.0461,0.077,0.1429,0.2758,0.0636
"X1224_21",0.35,0.2543,0.3521,0.0979,0.45,0.1957,0.2779,0.4349,-0.3763,0.2624
"X1226_8",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X1244_23",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X1251_18",0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
"X1259_12",0.1,0.227,0.2635,0.0365,0.3,0.073,0.1386,0.2435,0.5594,0.0945
"X1262_16",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1263_36",0.0312,0.0318,0.0315,-3e-04,0.0312,-5e-04,-0.0085,-0.0172,0.0169,-6e-04
"X1266_37",0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
"X1275_35",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X1281_10",0.0312,0.0911,0.0924,0.0013,0.0937,0.0027,0.0144,0.0283,0.6569,0.0029
"X1290_15",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X18233_11",0.0833,0.0799,0.0816,0.0017,0.0833,0.0034,0.0211,0.0413,-0.0431,0.0037
"X1296_25",0.0333,0.0336,0.0335,-2e-04,0.0333,-3e-04,-0.0045,-0.0091,0.009,-3e-04
"X1297_40",0.0294,0.0866,0.0874,8e-04,0.0882,0.0017,0.0096,0.019,0.6602,0.0018
"X1304_37",0.366,0.3393,0.3412,0.0019,0.3431,0.0038,0.0056,0.0111,-0.0786,0.0058
"X1316_13",0.1667,0.1439,0.1553,0.0114,0.1667,0.0227,0.0732,0.1364,-0.1579,0.0265
"X1326_24",0.0972,0.3022,0.452,0.1498,0.6019,0.2996,0.3314,0.4978,0.6783,0.4294
"X1328_20",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1340_35",0.1056,0.1907,0.1898,-9e-04,0.1889,-0.0018,-0.0048,-0.0096,0.4465,-0.0022
"X1019_24",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X1024_8",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X1041_17",0.0588,0.0578,0.0583,5e-04,0.0588,0.0011,0.009,0.0179,-0.0182,0.0011
"X1350_28",0.0882,0.0838,0.086,0.0022,0.0882,0.0044,0.0256,0.05,-0.0526,0.0048
"X1361_39",0.0278,0.0282,0.028,-2e-04,0.0278,-4e-04,-0.0075,-0.0152,0.0149,-4e-04
"X1504_13",0.2222,0.2082,0.243,0.0348,0.2778,0.0696,0.1433,0.2506,-0.0675,0.0879
"X1358_17",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X1360_26",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1365_22",0.1176,0.1077,0.1127,0.005,0.1176,0.01,0.0442,0.0847,-0.0925,0.0112
"X1370_22",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X18249_21",0.0714,0.0692,0.0703,0.0011,0.0714,0.0022,0.0159,0.0312,-0.0323,0.0024
"X1387_37",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X1392_41",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1394_8",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X1397_12",0.0357,0.036,0.0359,-1e-04,0.0357,-3e-04,-0.0039,-0.0078,0.0078,-3e-04
"X1400_27",0.0778,0.0775,0.0763,-0.0013,0.075,-0.0025,-0.0165,-0.0335,-0.0035,-0.0027
"X1403_10",0.2222,0.1787,0.2005,0.0218,0.2222,0.0435,0.1085,0.1958,-0.2435,0.053
"X1413_22",0.0778,0.1643,0.1669,0.0026,0.1694,0.0052,0.0155,0.0306,0.5265,0.0062
"X1418_24",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X1426_7",0.0778,0.1643,0.1669,0.0026,0.1694,0.0052,0.0155,0.0306,0.5265,0.0062
"X1430_15",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X1431_40",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1439_37",0.25,0.2195,0.2626,0.043,0.3056,0.086,0.1638,0.2815,-0.1387,0.1102
"X1441_32",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X1446_16",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X18259_28",0.4206,0.4931,0.4807,-0.0124,0.4683,-0.0248,-0.0258,-0.053,0.1469,-0.0489
"X1467_41",0,0.1886,0.2054,0.0168,0.2222,0.0337,0.082,0.1515,1,0.0415
"X1471_21",0.0714,0.0692,0.0703,0.0011,0.0714,0.0022,0.0159,0.0312,-0.0323,0.0024
"X1473_14",0.2095,0.44,0.4486,0.0086,0.4571,0.0171,0.0191,0.0375,0.5238,0.0306
"X1477_38",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X1482_15",0.2667,0.3541,0.4493,0.0952,0.5444,0.1904,0.2119,0.3496,0.2469,0.2947
"X18262_32",0.1765,0.1878,0.2116,0.0237,0.2353,0.0475,0.1121,0.2017,0.0605,0.0584
"X1485_38",0,0.2602,0.3301,0.0699,0.4,0.1398,0.2117,0.3494,1,0.1889
"X1491_33",0.0833,0.0832,0.0816,-0.0016,0.08,-0.0032,-0.0195,-0.0398,-0.0018,-0.0035
"X1502_40",0.1556,0.3106,0.3608,0.0503,0.4111,0.1005,0.1393,0.2445,0.4991,0.1458
"X1503_7",0.05,0.2446,0.2973,0.0527,0.35,0.1054,0.1773,0.3012,0.7956,0.1396
"X1531_11",0.1333,0.1287,0.1269,-0.0019,0.125,-0.0037,-0.0146,-0.0297,-0.0359,-0.0043
"X1541_17",0.2778,0.2209,0.2424,0.0215,0.2639,0.043,0.0887,0.163,-0.2576,0.0552
"X1542_40",0.1833,0.2486,0.4993,0.2507,0.75,0.5014,0.5021,0.6685,0.2625,0.6673
"X1561_6",0.2,0.2531,0.4266,0.1734,0.6,0.3469,0.4066,0.5781,0.2099,0.4644
"X1560_36",0.2,0.2518,0.4259,0.1741,0.6,0.3482,0.4088,0.5803,0.2057,0.4654
"X1570_16",0.1,0.0934,0.0967,0.0033,0.1,0.0066,0.0343,0.0663,-0.071,0.0073
"X1574_25",0.0938,0.0886,0.0912,0.0026,0.0938,0.0052,0.0283,0.0551,-0.0584,0.0057
"X1555_35",0.0556,0.0547,0.0551,4e-04,0.0556,8e-04,0.0076,0.0152,-0.0154,9e-04
"X18276_36",0.0625,0.061,0.0618,7e-04,0.0625,0.0015,0.012,0.0238,-0.0244,0.0016
"X1587_24",0.1944,0.1616,0.178,0.0164,0.1944,0.0328,0.0921,0.1687,-0.2029,0.0391
"X1652_19",0.0333,0.0339,0.0336,-3e-04,0.0333,-5e-04,-0.008,-0.0161,0.0159,-6e-04
"X1698_11",0.3333,0.3727,0.3997,0.027,0.4267,0.0539,0.0675,0.1264,0.1057,0.086
"X1621_31",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X1625_27",0.0333,0.0972,0.0986,0.0014,0.1,0.0028,0.0144,0.0285,0.6569,0.0032
"X1655_27",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X1658_22",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1670_29",0.1875,0.3653,0.3545,-0.0108,0.3438,-0.0216,-0.0304,-0.0627,0.4867,-0.034
"X1677_26",0.0588,0.1174,0.1175,1e-04,0.1176,3e-04,0.0011,0.0022,0.4989,3e-04
"X1680_11",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1682_21",0.2722,0.2977,0.3489,0.0511,0.4,0.1023,0.1466,0.2557,0.0857,0.1456
"X1705_7",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X1707_16",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X1724_29",0.2167,0.3644,0.4872,0.1228,0.61,0.2456,0.2521,0.4026,0.4054,0.3864
"X1727_28",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X1729_35",0.0333,0.0337,0.0335,-2e-04,0.0333,-4e-04,-0.0061,-0.0122,0.012,-4e-04
"X1730_14",0.0794,0.0792,0.0778,-0.0014,0.0765,-0.0027,-0.0174,-0.0355,-0.0029,-0.0029
"X18295_18",0,0.0695,0.0681,-0.0014,0.0667,-0.0028,-0.0208,-0.0426,1,-0.003
"X1741_34",0.1937,0.2329,0.2289,-0.0039,0.225,-0.0079,-0.0172,-0.0351,0.1681,-0.0103
"X1748_34",0.4265,0.4334,0.4299,-0.0034,0.4265,-0.0069,-0.008,-0.0161,0.0159,-0.0121
"X1753_29",0.1,0.1693,0.1846,0.0154,0.2,0.0307,0.0832,0.1536,0.4093,0.037
"X1590_8",0.1944,0.1822,0.1791,-0.0032,0.1759,-0.0063,-0.0176,-0.0359,-0.067,-0.0077
"X21968_38",0,0.0683,0.0675,-8e-04,0.0667,-0.0016,-0.012,-0.0244,1,-0.0017
"X1628_40",0.2222,0.2082,0.243,0.0348,0.2778,0.0696,0.1433,0.2506,-0.0675,0.0879
"X1640_15",0.3382,0.3417,0.4002,0.0586,0.4588,0.1172,0.1464,0.2554,0.01,0.178
"X1757_19",0.2778,0.2466,0.2437,-0.0029,0.2407,-0.0059,-0.0121,-0.0245,-0.1263,-0.0078
"X1801_33",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X1763_18",0.1,0.1693,0.1846,0.0154,0.2,0.0307,0.0832,0.1536,0.4093,0.037
"X1766_10",0.1779,0.4478,0.4306,-0.0172,0.4135,-0.0344,-0.0399,-0.0831,0.6028,-0.0622
"X1783_16",0.2353,0.2387,0.4429,0.2042,0.6471,0.4084,0.4611,0.6312,0.0141,0.5364
"X1785_21",0.0714,0.2529,0.305,0.0521,0.3571,0.1043,0.171,0.292,0.7175,0.1396
"X1787_13",0.1875,0.1958,0.2229,0.0271,0.25,0.0542,0.1216,0.2168,0.0423,0.0674
"X1791_25",0.1732,0.3933,0.4957,0.1024,0.598,0.2047,0.2065,0.3423,0.5596,0.3374
"X1829_35",0.3167,0.4056,0.4695,0.0639,0.5333,0.1277,0.136,0.2395,0.2193,0.2149
"X18311_34",0.0417,0.0419,0.0418,-1e-04,0.0417,-2e-04,-0.0023,-0.0046,0.0046,-2e-04
"X18312_15",0.25,0.2467,0.4358,0.1892,0.625,0.3783,0.434,0.6053,-0.0136,0.5022
"X1847_16",0.0556,0.112,0.1084,-0.0035,0.1049,-0.007,-0.0323,-0.0668,0.5038,-0.0079
"X1848_10",0.0385,0.0388,0.0386,-2e-04,0.0385,-4e-04,-0.0047,-0.0094,0.0093,-4e-04
"X1850_20",0.2,0.2641,0.382,0.118,0.5,0.2359,0.3088,0.4719,0.2426,0.3206
"X1865_38",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0061,0.012,-0.0122,6e-04
"X1868_22",0.1833,0.2195,0.2153,-0.0042,0.2111,-0.0084,-0.0196,-0.0399,0.1649,-0.0108
"X1870_22",0.0938,0.1967,0.2018,0.0052,0.207,0.0104,0.0257,0.0501,0.5233,0.0129
"X1873_40",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X1875_32",0.3278,0.2432,0.2771,0.034,0.3111,0.0679,0.1226,0.2184,-0.3479,0.0898
"X1882_40",0,0.0784,0.0776,-7e-04,0.0769,-0.0015,-0.0093,-0.0189,1,-0.0016
"X1808_38",0.1786,0.3421,0.3292,-0.0129,0.3163,-0.0258,-0.0392,-0.0816,0.4781,-0.0392
"X1813_22",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X1816_29",0.2132,0.4273,0.4269,-4e-04,0.4265,-9e-04,-0.001,-0.0021,0.501,-0.0015
"X1817_29",0.2132,0.4273,0.4269,-4e-04,0.4265,-9e-04,-0.001,-0.0021,0.501,-0.0015
"X1822_37",0.0312,0.0317,0.0315,-2e-04,0.0313,-4e-04,-0.0066,-0.0133,0.0131,-4e-04
"X1823_32",0.1056,0.1039,0.102,-0.002,0.1,-0.0039,-0.0194,-0.0395,-0.0155,-0.0044
"X1886_30",0.0625,0.1163,0.1206,0.0044,0.125,0.0087,0.0361,0.0697,0.4625,0.0099
"X18329_36",0.125,0.2221,0.4652,0.2431,0.7083,0.4862,0.5226,0.6864,0.4372,0.6251
"X18331_15",0.1786,0.1529,0.1658,0.0128,0.1786,0.0256,0.0773,0.1436,-0.1676,0.0303
"X1932_26",0.125,0.1753,0.1918,0.0165,0.2083,0.0331,0.0862,0.1587,0.2868,0.0401
"X1940_38",0.0833,0.1262,0.1325,0.0064,0.1389,0.0127,0.048,0.0916,0.3395,0.0146
"X1941_35",0.0882,0.0836,0.0859,0.0023,0.0882,0.0047,0.0271,0.0527,-0.0556,0.0051
"X1959_18",0.0278,0.0282,0.028,-2e-04,0.0278,-4e-04,-0.0075,-0.0152,0.0149,-4e-04
"X1958_39",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X1962_41",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X1968_34",0.2222,0.2593,0.4074,0.1481,0.5556,0.2963,0.3636,0.5333,0.1429,0.4
"X18337_25",0.125,0.1141,0.1196,0.0054,0.125,0.0109,0.0456,0.0872,-0.0955,0.0123
"X1978_22",0.0417,0.1183,0.1217,0.0033,0.125,0.0067,0.0275,0.0535,0.6478,0.0076
"X21988_15",0.1154,0.2102,0.2397,0.0295,0.2692,0.059,0.123,0.2191,0.4512,0.0747
"X1987_25",0.1111,0.2377,0.4522,0.2145,0.6667,0.429,0.4743,0.6435,0.5326,0.5627
"X1991_29",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1992_9",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X1997_28",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X1891_14",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X1892_29",0.1111,0.1027,0.1069,0.0042,0.1111,0.0084,0.0394,0.0758,-0.082,0.0094
"X1893_9",0,0.0679,0.0673,-6e-04,0.0667,-0.0012,-0.009,-0.0182,1,-0.0013
"X1900_40",0.0714,0.2509,0.304,0.0531,0.3571,0.1062,0.1746,0.2974,0.7154,0.1418
"X2038_13",0.0667,0.0648,0.0658,9e-04,0.0667,0.0018,0.0138,0.0273,-0.028,0.0019
"X2090_14",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X2173_10",0.2333,0.2112,0.2098,-0.0015,0.2083,-0.0029,-0.0069,-0.014,-0.1046,-0.0037
"X2176_19",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2011_40",0.1,0.0935,0.0968,0.0032,0.1,0.0065,0.0334,0.0646,-0.0691,0.0071
"X2015_30",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X2031_8",0.1176,0.108,0.1128,0.0048,0.1176,0.0097,0.0428,0.0821,-0.0895,0.0108
"X2043_8",0.1667,0.2507,0.3198,0.0691,0.3889,0.1382,0.2161,0.3554,0.3351,0.1845
"X2054_14",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X18365_32",0.1111,0.2395,0.2864,0.0469,0.3333,0.0938,0.1638,0.2814,0.5361,0.1234
"X2064_34",0.1389,0.1238,0.1314,0.0075,0.1389,0.0151,0.0573,0.1084,-0.1216,0.0172
"X2070_39",0.0833,0.0799,0.0816,0.0017,0.0833,0.0034,0.0211,0.0413,-0.0431,0.0037
"X21996_39",0.1071,0.1002,0.1037,0.0034,0.1071,0.0069,0.0332,0.0644,-0.0688,0.0077
"X2074_16",0.3647,0.3198,0.3393,0.0195,0.3588,0.0391,0.0575,0.1088,-0.1405,0.0574
"X2083_27",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X2089_30",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2092_24",0.1154,0.1064,0.1109,0.0045,0.1154,0.009,0.0406,0.0781,-0.0847,0.0101
"X2095_23",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X18375_10",0.3929,0.3643,0.3786,0.0143,0.3929,0.0285,0.0377,0.0726,-0.0783,0.0449
"X2102_41",0.0333,0.0972,0.0986,0.0014,0.1,0.0028,0.0144,0.0285,0.6569,0.0032
"X2104_32",0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
"X2105_26",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X2107_35",0.0278,0.1359,0.1343,-0.0016,0.1327,-0.0032,-0.012,-0.0243,0.7957,-0.0037
"X2110_15",0.1,0.0936,0.0968,0.0032,0.1,0.0064,0.0329,0.0636,-0.068,0.007
"X2111_7",0.15,0.1319,0.141,0.009,0.15,0.0181,0.0641,0.1205,-0.137,0.0208
"X2123_19",0.0625,0.0612,0.0618,7e-04,0.0625,0.0013,0.0106,0.0209,-0.0214,0.0014
"X18381_38",0.0294,0.0861,0.0872,0.0011,0.0882,0.0021,0.0121,0.024,0.6585,0.0023
"X2132_20",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2139_36",0.0588,0.1553,0.1659,0.0106,0.1765,0.0211,0.0637,0.1198,0.6213,0.025
"X2152_26",0.5,0.25,0.375,0.125,0.5,0.25,0.3333,0.5,-1,0.3333
"X2218_25",0.1303,0.2415,0.2447,0.0032,0.2479,0.0064,0.013,0.0257,0.4607,0.0084
"X2222_14",0.4514,0.3452,0.3549,0.0097,0.3646,0.0193,0.0273,0.0531,-0.3075,0.0296
"X2184_20",0.3333,0.2273,0.2803,0.053,0.3333,0.1061,0.1892,0.3182,-0.4667,0.1373
"X2189_28",0,0.0619,0.0587,-0.0032,0.0556,-0.0064,-0.0543,-0.1148,1,-0.0068
"X2191_24",0.1944,0.2395,0.2648,0.0253,0.2901,0.0506,0.0956,0.1746,0.188,0.0666
"X2219_19",0.1667,0.1439,0.1553,0.0114,0.1667,0.0227,0.0732,0.1364,-0.1579,0.0265
"X2252_24",0.1111,0.1024,0.1068,0.0044,0.1111,0.0087,0.0408,0.0783,-0.085,0.0097
"X2260_15",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2349_28",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X2352_28",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X2346_18",0.25,0.1928,0.2214,0.0286,0.25,0.0572,0.1293,0.2289,-0.2969,0.0709
"X2353_28",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X2305_20",0.2312,0.3108,0.3242,0.0133,0.3375,0.0267,0.0412,0.0791,0.256,0.0387
"X2307_26",0.3056,0.341,0.5038,0.1628,0.6667,0.3256,0.3231,0.4885,0.104,0.4942
"X2316_21",0.0667,0.065,0.0659,8e-04,0.0667,0.0016,0.0123,0.0244,-0.025,0.0017
"X2317_28",0,0.0569,0.0562,-7e-04,0.0556,-0.0013,-0.0119,-0.0241,1,-0.0014
"X2321_13",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X2322_15",0.05,0.0494,0.0497,3e-04,0.05,6e-04,0.0056,0.0112,-0.0113,6e-04
"X2370_10",0.1176,0.1528,0.1646,0.0118,0.1765,0.0237,0.0719,0.1342,0.23,0.028
"X2378_9",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X18423_27",0.0882,0.1324,0.1398,0.0073,0.1471,0.0146,0.0523,0.0994,0.3338,0.0168
"X2393_41",0.1071,0.0996,0.1034,0.0038,0.1071,0.0075,0.0364,0.0703,-0.0756,0.0084
"X2419_41",0.0812,0.0811,0.0796,-0.0015,0.0781,-0.0029,-0.0184,-0.0376,-0.0024,-0.0032
"X2399_17",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X2401_24",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2407_27",0.15,0.132,0.141,0.009,0.15,0.018,0.0637,0.1198,-0.1361,0.0207
"X2413_6",0.1875,0.2256,0.269,0.0435,0.3125,0.0869,0.1616,0.2782,0.1687,0.1123
"X2476_11",0.1944,0.2294,0.2243,-0.0051,0.2191,-0.0102,-0.0228,-0.0467,0.1523,-0.0133
"X18434_31",0.2562,0.3063,0.3,-0.0063,0.2937,-0.0126,-0.0209,-0.0428,0.1634,-0.0181
"X2433_15",0.0556,0.0546,0.0551,5e-04,0.0556,0.001,0.0091,0.0181,-0.0184,0.0011
"X2434_37",0.05,0.0496,0.0498,2e-04,0.05,4e-04,0.0039,0.0078,-0.0079,4e-04
"X2442_11",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2447_17",0.125,0.1135,0.1193,0.0057,0.125,0.0115,0.0481,0.0918,-0.1011,0.0129
"X2449_30",0.1667,0.2167,0.2117,-0.005,0.2067,-0.01,-0.0236,-0.0484,0.2308,-0.0128
"X18441_36",0.0714,0.0692,0.0703,0.0011,0.0714,0.0022,0.0159,0.0312,-0.0323,0.0024
"X2455_22",0.05,0.0495,0.0497,3e-04,0.05,5e-04,0.0051,0.0102,-0.0103,5e-04
"X2456_21",0.0278,0.0817,0.0825,8e-04,0.0833,0.0017,0.0101,0.0201,0.6598,0.0018
"X2459_9",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2461_18",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X2460_37",0.15,0.197,0.2235,0.0265,0.25,0.053,0.1186,0.212,0.2385,0.066
"X18442_40",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X2469_34",0.1806,0.1686,0.1677,-0.001,0.1667,-0.002,-0.0059,-0.0119,-0.0706,-0.0024
"X2470_16",0.2222,0.2595,0.4075,0.148,0.5556,0.296,0.3632,0.5329,0.1437,0.3998
"X2478_36",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X2482_39",0.1389,0.1238,0.1314,0.0075,0.1389,0.0151,0.0573,0.1084,-0.1216,0.0172
"X2483_7",0.25,0.1928,0.2214,0.0286,0.25,0.0572,0.1293,0.2289,-0.2969,0.0709
"X2491_24",0.0588,0.0576,0.0582,6e-04,0.0588,0.0012,0.0105,0.0208,-0.0212,0.0013
"X18452_38",0.0294,0.0297,0.0296,-2e-04,0.0294,-3e-04,-0.0056,-0.0112,0.0111,-3e-04
"X2518_34",0.0312,0.0316,0.0314,-2e-04,0.0312,-3e-04,-0.0051,-0.0102,0.0101,-3e-04
"X2519_34",0.1667,0.2105,0.2441,0.0336,0.2778,0.0673,0.1378,0.2422,0.2083,0.0852
"X18454_17",0.2143,0.2443,0.3007,0.0564,0.3571,0.1129,0.1876,0.316,0.1228,0.1493
"X2522_41",0.3333,0.362,0.4526,0.0906,0.5432,0.1813,0.2002,0.3337,0.0791,0.2841
"X2524_6",0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
"X2525_18",0.1838,0.2581,0.2688,0.0106,0.2794,0.0213,0.0396,0.0761,0.2879,0.0287
"X2532_19",0.1528,0.1423,0.1441,0.0017,0.1458,0.0035,0.0121,0.024,-0.0734,0.0041
"X2537_13",0.0312,0.0916,0.0927,0.0011,0.0937,0.0022,0.0119,0.0234,0.6587,0.0024
"X18456_22",0,0.0695,0.0681,-0.0014,0.0667,-0.0028,-0.0208,-0.0426,1,-0.003
"X2534_28",0.1144,0.3734,0.3681,-0.0053,0.3627,-0.0106,-0.0144,-0.0293,0.6937,-0.0169
"X18464_37",0.0667,0.066,0.0664,3e-04,0.0667,6e-04,0.0047,0.0094,-0.0095,7e-04
"X2568_13",0.0833,0.0793,0.0813,0.002,0.0833,0.004,0.0247,0.0482,-0.0506,0.0044
"X2569_28",0.0556,0.1052,0.1082,0.0029,0.1111,0.0059,0.0272,0.053,0.472,0.0066
"X2581_13",0.0714,0.2199,0.2528,0.0329,0.2857,0.0658,0.1302,0.2305,0.6751,0.0844
"X2583_24",0.05,0.331,0.3936,0.0626,0.4562,0.1253,0.1592,0.2746,0.8489,0.1873
"X2546_26",0.0333,0.0967,0.0983,0.0017,0.1,0.0033,0.0169,0.0333,0.6552,0.0037
"X2548_19",0.0278,0.0281,0.0279,-2e-04,0.0278,-3e-04,-0.006,-0.012,0.0119,-3e-04
"X2560_36",0.3071,0.4204,0.4102,-0.0102,0.4,-0.0204,-0.0248,-0.0509,0.2693,-0.0351
"X2585_38",0.0556,0.1048,0.1079,0.0032,0.1111,0.0064,0.0295,0.0572,0.4696,0.0071
