locus,Ho,Hs,Ht,Dst,Htp,Dstp,Fst,Fstp,Fis,Dest
4630_15,0.0312,0.2757,0.3722,0.0965,0.4688,0.193,0.2593,0.4118,0.8867,0.2665
10341_37,0.2222,0.2619,0.3532,0.0913,0.4444,0.1826,0.2585,0.4108,0.1514,0.2473
15345_38,0,0.2957,0.3978,0.1022,0.5,0.2043,0.2568,0.4087,1,0.2901
7388_9,0.05,0.2663,0.3581,0.0919,0.45,0.1837,0.2565,0.4083,0.8122,0.2504
5990_17,0.05,0.2667,0.3583,0.0917,0.45,0.1833,0.2558,0.4073,0.8125,0.25
16349_37,0.2889,0.3252,0.4367,0.1115,0.5481,0.2229,0.2553,0.4067,0.1117,0.3304
9596_38,0.2265,0.3125,0.4195,0.107,0.5265,0.214,0.2551,0.4065,0.2752,0.3113
551_33,0.1111,0.2643,0.3544,0.0901,0.4444,0.1801,0.2542,0.4053,0.5796,0.2449
5785_13,0.1111,0.2647,0.3546,0.0899,0.4444,0.1798,0.2535,0.4045,0.5802,0.2445
9017_32,0.1111,0.2647,0.3546,0.0899,0.4444,0.1798,0.2535,0.4045,0.5802,0.2445
8888_26,0.3889,0.3493,0.4679,0.1185,0.5864,0.2371,0.2534,0.4043,-0.1133,0.3644
11884_23,0.2361,0.3563,0.4768,0.1205,0.5972,0.2409,0.2527,0.4034,0.3373,0.3743
7175_22,0.1875,0.2612,0.3494,0.0881,0.4375,0.1763,0.2523,0.4029,0.2822,0.2386
1724_29,0.2167,0.3644,0.4872,0.1228,0.61,0.2456,0.2521,0.4026,0.4054,0.3864
2619_16,0.1889,0.3138,0.4194,0.1056,0.525,0.2112,0.2518,0.4023,0.398,0.3078
19034_33,0.1544,0.2989,0.3995,0.1005,0.5,0.2011,0.2517,0.4021,0.4834,0.2868
5270_14,0.2857,0.2563,0.3425,0.0861,0.4286,0.1722,0.2515,0.4019,-0.1146,0.2316
9818_25,0.2857,0.2563,0.3425,0.0861,0.4286,0.1722,0.2515,0.4019,-0.1146,0.2316
15417_23,0.1875,0.2619,0.3497,0.0878,0.4375,0.1756,0.2512,0.4015,0.284,0.238
3372_30,0.2476,0.3008,0.4004,0.0996,0.5,0.1992,0.2488,0.3985,0.1767,0.2849
21106_15,0.1667,0.2614,0.3474,0.086,0.4333,0.172,0.2475,0.3968,0.3624,0.2328
15864_16,0.1778,0.3306,0.4394,0.1088,0.5481,0.2175,0.2475,0.3968,0.4623,0.325
13853_18,0.1,0.2633,0.3483,0.085,0.4333,0.17,0.244,0.3923,0.6203,0.2308
13854_18,0.1,0.2633,0.3483,0.085,0.4333,0.17,0.244,0.3923,0.6203,0.2308
9620_28,0.4,0.2436,0.3218,0.0782,0.4,0.1564,0.2429,0.3909,-0.6418,0.2067
10325_28,0.4,0.2436,0.3218,0.0782,0.4,0.1564,0.2429,0.3909,-0.6418,0.2067
16820_28,0.4,0.2436,0.3218,0.0782,0.4,0.1564,0.2429,0.3909,-0.6418,0.2067
18858_35,0,0.271,0.3577,0.0867,0.4444,0.1734,0.2424,0.3902,1,0.2379
14913_30,0.1944,0.2554,0.336,0.0807,0.4167,0.1613,0.24,0.3871,0.2385,0.2166
6538_30,0.0625,0.2683,0.3529,0.0846,0.4375,0.1692,0.2397,0.3867,0.7671,0.2312
17803_37,0.2353,0.253,0.3324,0.0794,0.4118,0.1588,0.2389,0.3857,0.0698,0.2126
9359_17,0.5286,0.3432,0.4502,0.107,0.5571,0.214,0.2377,0.3841,-0.5403,0.3258
12994_41,0.4556,0.3088,0.4044,0.0956,0.5,0.1912,0.2364,0.3825,-0.4754,0.2767
20559_40,0.0333,0.2679,0.3506,0.0827,0.4333,0.1654,0.2359,0.3818,0.8756,0.226
11419_14,0.1389,0.2577,0.3372,0.0795,0.4167,0.159,0.2357,0.3815,0.461,0.2142
11916_15,0.1429,0.2652,0.3469,0.0817,0.4286,0.1634,0.2355,0.3812,0.4613,0.2223
5897_41,0.3,0.2476,0.3238,0.0762,0.4,0.1524,0.2353,0.381,-0.2117,0.2026
17648_32,0.3,0.2476,0.3238,0.0762,0.4,0.1524,0.2353,0.381,-0.2117,0.2026
17565_26,0.3,0.248,0.324,0.076,0.4,0.152,0.2346,0.3801,-0.2099,0.2022
9230_11,0.2255,0.3627,0.4738,0.1111,0.585,0.2223,0.2345,0.38,0.3783,0.3488
4144_37,0.1389,0.2588,0.3378,0.0789,0.4167,0.1578,0.2336,0.3788,0.4634,0.2129
17033_13,0.2389,0.3875,0.5049,0.1174,0.6222,0.2347,0.2325,0.3773,0.3835,0.3832
16843_12,0.1538,0.3974,0.516,0.1186,0.6346,0.2372,0.2299,0.3738,0.6128,0.3937
5967_8,0.1833,0.3898,0.506,0.1162,0.6222,0.2324,0.2296,0.3735,0.5297,0.3809
9288_39,0.2778,0.3395,0.4406,0.1011,0.5417,0.2022,0.2294,0.3732,0.1818,0.3061
21665_6,0.1806,0.3952,0.5124,0.1172,0.6296,0.2344,0.2288,0.3723,0.5431,0.3876
17708_6,0.0385,0.2659,0.3445,0.0786,0.4231,0.1572,0.2281,0.3715,0.8554,0.2141
6520_9,0.2,0.2518,0.3259,0.0741,0.4,0.1482,0.2274,0.3705,0.2057,0.1981
20596_19,0.4271,0.3431,0.4441,0.101,0.5451,0.202,0.2274,0.3706,-0.2447,0.3075
16147_20,0.2,0.2518,0.3259,0.0741,0.4,0.1482,0.2274,0.3705,0.2057,0.1981
4508_15,0.375,0.3944,0.5097,0.1153,0.625,0.2306,0.2262,0.369,0.0492,0.3808
11904_35,0.0385,0.2674,0.3452,0.0778,0.4231,0.1557,0.2254,0.3679,0.8562,0.2125
9989_31,0.2778,0.246,0.3174,0.0715,0.3889,0.1429,0.2251,0.3675,-0.1293,0.1895
3180_15,0.2778,0.3173,0.4087,0.0913,0.5,0.1827,0.2235,0.3653,0.1247,0.2676
14759_15,0.2778,0.3173,0.4087,0.0913,0.5,0.1827,0.2235,0.3653,0.1247,0.2676
14731_12,0.1813,0.3831,0.4931,0.11,0.6031,0.22,0.2231,0.3648,0.5269,0.3567
13621_14,0.325,0.3659,0.4705,0.1045,0.575,0.2091,0.2222,0.3636,0.1118,0.3298
566_16,0.2288,0.362,0.4653,0.1033,0.5686,0.2066,0.222,0.3633,0.3681,0.3238
10461_27,0.127,0.3997,0.5133,0.1137,0.627,0.2273,0.2214,0.3626,0.6823,0.3787
4960_16,0.1,0.256,0.328,0.072,0.4,0.144,0.2195,0.3599,0.6094,0.1935
5437_23,0.1,0.256,0.328,0.072,0.4,0.144,0.2195,0.3599,0.6094,0.1935
11925_34,0.1,0.256,0.328,0.072,0.4,0.144,0.2195,0.3599,0.6094,0.1935
14783_25,0.1,0.256,0.328,0.072,0.4,0.144,0.2195,0.3599,0.6094,0.1935
53_6,0.1944,0.3204,0.4102,0.0898,0.5,0.1796,0.2189,0.3592,0.3931,0.2643
4986_34,0.1778,0.2902,0.3715,0.0813,0.4528,0.1626,0.2189,0.3592,0.3873,0.2291
14090_29,0.1,0.2564,0.3282,0.0718,0.4,0.1436,0.2188,0.359,0.61,0.1931
7058_9,0.2647,0.2451,0.3137,0.0686,0.3824,0.1372,0.2187,0.3589,-0.0799,0.1818
6219_30,0.1,0.2568,0.3284,0.0716,0.4,0.1432,0.218,0.358,0.6106,0.1927
2043_8,0.1667,0.2507,0.3198,0.0691,0.3889,0.1382,0.2161,0.3554,0.3351,0.1845
13499_12,0.1667,0.2507,0.3198,0.0691,0.3889,0.1382,0.2161,0.3554,0.3351,0.1845
6786_31,0.1786,0.2535,0.3232,0.0697,0.3929,0.1393,0.2156,0.3547,0.2956,0.1867
336_11,0.1,0.2584,0.3292,0.0708,0.4,0.1416,0.215,0.3539,0.6131,0.1909
5731_28,0.1,0.2584,0.3292,0.0708,0.4,0.1416,0.215,0.3539,0.6131,0.1909
178_7,0.2516,0.2894,0.3685,0.0792,0.4477,0.1584,0.2148,0.3537,0.1304,0.2228
4746_21,0.1667,0.2517,0.3203,0.0686,0.3889,0.1372,0.2142,0.3528,0.3378,0.1834
10787_10,0.2625,0.3243,0.4121,0.0879,0.5,0.1757,0.2132,0.3514,0.1905,0.2601
1482_15,0.2667,0.3541,0.4493,0.0952,0.5444,0.1904,0.2119,0.3496,0.2469,0.2947
1485_38,0,0.2602,0.3301,0.0699,0.4,0.1398,0.2117,0.3494,1,0.1889
3685_39,0,0.2602,0.3301,0.0699,0.4,0.1398,0.2117,0.3494,1,0.1889
13718_13,0.1667,0.2543,0.3216,0.0673,0.3889,0.1346,0.2093,0.3462,0.3445,0.1805
11222_25,0.25,0.2452,0.3101,0.0649,0.375,0.1298,0.2092,0.3461,-0.0195,0.1719
6358_14,0.1471,0.2502,0.3163,0.0661,0.3824,0.1322,0.2089,0.3457,0.4122,0.1763
243_12,0.2853,0.3099,0.3917,0.0818,0.4735,0.1636,0.2088,0.3455,0.0795,0.2371
4260_23,0.25,0.2454,0.3102,0.0648,0.375,0.1296,0.2088,0.3455,-0.0186,0.1717
1791_25,0.1732,0.3933,0.4957,0.1024,0.598,0.2047,0.2065,0.3423,0.5596,0.3374
5574_6,0.3571,0.2356,0.2964,0.0608,0.3571,0.1216,0.2051,0.3404,-0.5161,0.159
22143_8,0.2381,0.3935,0.4944,0.1009,0.5952,0.2017,0.204,0.3389,0.395,0.3326
13098_41,0.0556,0.2571,0.323,0.0659,0.3889,0.1317,0.2039,0.3388,0.784,0.1774
8356_32,0.1424,0.2968,0.3723,0.0756,0.4479,0.1511,0.203,0.3374,0.5203,0.2149
11669_26,0.3571,0.3586,0.4489,0.0903,0.5393,0.1807,0.2012,0.3351,0.004,0.2817
1176_26,0.1667,0.333,0.4165,0.0835,0.5,0.167,0.2004,0.3339,0.4995,0.2503
2522_41,0.3333,0.362,0.4526,0.0906,0.5432,0.1813,0.2002,0.3337,0.0791,0.2841
15884_20,0.2286,0.3133,0.3906,0.0773,0.4679,0.1546,0.1979,0.3304,0.2704,0.2251
9800_28,0.3715,0.387,0.4817,0.0947,0.5764,0.1894,0.1966,0.3287,0.0399,0.309
8857_6,0.1667,0.2467,0.3067,0.06,0.3667,0.1199,0.1955,0.3271,0.3245,0.1592
22484_29,0.0357,0.265,0.3289,0.0639,0.3929,0.1279,0.1944,0.3255,0.8652,0.174
170_36,0.25,0.2361,0.2931,0.0569,0.35,0.1139,0.1942,0.3253,-0.0587,0.1491
855_24,0.25,0.2361,0.2931,0.0569,0.35,0.1139,0.1942,0.3253,-0.0587,0.1491
8750_35,0.25,0.2361,0.2931,0.0569,0.35,0.1139,0.1942,0.3253,-0.0587,0.1491
6583_17,0.2143,0.2411,0.2991,0.058,0.3571,0.1161,0.194,0.325,0.1111,0.1529
10416_10,0.25,0.2366,0.2933,0.0567,0.35,0.1134,0.1934,0.3241,-0.0568,0.1486
21097_27,0.25,0.2366,0.2933,0.0567,0.35,0.1134,0.1934,0.3241,-0.0568,0.1486
19432_12,0.125,0.2537,0.3143,0.0607,0.375,0.1213,0.193,0.3235,0.5072,0.1626
5663_22,0.1389,0.2443,0.3027,0.0584,0.3611,0.1168,0.1929,0.3234,0.4315,0.1546
13091_25,0.25,0.2368,0.2934,0.0566,0.35,0.1132,0.1929,0.3234,-0.0557,0.1483
4963_11,0.3278,0.3054,0.3777,0.0723,0.45,0.1446,0.1914,0.3213,-0.0732,0.2082
11020_16,0.2812,0.3566,0.4408,0.0842,0.525,0.1684,0.1911,0.3208,0.2112,0.2618
3682_8,0.0938,0.3001,0.3708,0.0706,0.4414,0.1413,0.1906,0.3201,0.6876,0.2019
14383_31,0.0625,0.2554,0.3152,0.0598,0.375,0.1196,0.1897,0.319,0.7553,0.1606
3922_7,0.1765,0.2405,0.2967,0.0562,0.3529,0.1125,0.1895,0.3187,0.2661,0.1481
6485_12,0.1765,0.2405,0.2967,0.0562,0.3529,0.1125,0.1895,0.3187,0.2661,0.1481
2184_20,0.3333,0.2273,0.2803,0.053,0.3333,0.1061,0.1892,0.3182,-0.4667,0.1373
4327_11,0.2333,0.3591,0.4429,0.0838,0.5267,0.1676,0.1892,0.3182,0.3502,0.2615
3725_39,0.2143,0.2439,0.3005,0.0566,0.3571,0.1132,0.1884,0.317,0.1215,0.1497
18454_17,0.2143,0.2443,0.3007,0.0564,0.3571,0.1129,0.1876,0.316,0.1228,0.1493
14709_35,0.3333,0.3422,0.4211,0.0789,0.5,0.1578,0.1873,0.3155,0.026,0.2398
3270_9,0.15,0.2404,0.2952,0.0548,0.35,0.1096,0.1857,0.3133,0.3759,0.1443
8425_30,0.15,0.2404,0.2952,0.0548,0.35,0.1096,0.1857,0.3133,0.3759,0.1443
11945_41,0.15,0.2404,0.2952,0.0548,0.35,0.1096,0.1857,0.3133,0.3759,0.1443
15106_27,0.15,0.2404,0.2952,0.0548,0.35,0.1096,0.1857,0.3133,0.3759,0.1443
7112_17,0.15,0.2407,0.2953,0.0547,0.35,0.1093,0.1851,0.3124,0.3767,0.144
16314_32,0,0.2581,0.3165,0.0585,0.375,0.1169,0.1847,0.3117,1,0.1576
14185_13,0.35,0.4068,0.4984,0.0916,0.59,0.1832,0.1838,0.3105,0.1397,0.3088
5549_16,0.2278,0.2799,0.3427,0.0628,0.4056,0.1256,0.1833,0.3098,0.1863,0.1745
13203_37,0.2278,0.2799,0.3427,0.0628,0.4056,0.1256,0.1833,0.3098,0.1863,0.1745
5909_25,0.1833,0.3462,0.4231,0.0769,0.5,0.1538,0.1818,0.3076,0.4704,0.2353
3495_15,0.2294,0.2818,0.3438,0.062,0.4059,0.1241,0.1804,0.3057,0.186,0.1727
9791_17,0.2222,0.2316,0.2825,0.0509,0.3333,0.1017,0.1801,0.3052,0.0405,0.1324
19287_15,0.1923,0.241,0.2936,0.0526,0.3462,0.1052,0.1792,0.3039,0.2019,0.1386
231_15,0.3125,0.3746,0.4561,0.0814,0.5375,0.1629,0.1786,0.303,0.1658,0.2605
5036_23,0.2222,0.2323,0.2828,0.0505,0.3333,0.101,0.1786,0.303,0.0435,0.1316
7010_28,0.2222,0.2323,0.2828,0.0505,0.3333,0.101,0.1786,0.303,0.0435,0.1316
16227_22,0.2222,0.2323,0.2828,0.0505,0.3333,0.101,0.1786,0.303,0.0435,0.1316
16614_13,0.2222,0.2323,0.2828,0.0505,0.3333,0.101,0.1786,0.303,0.0435,0.1316
14357_19,0.2222,0.2328,0.2831,0.0503,0.3333,0.1005,0.1776,0.3016,0.0454,0.1311
8283_37,0.2549,0.3493,0.4246,0.0754,0.5,0.1507,0.1774,0.3014,0.2702,0.2316
8318_37,0.2549,0.3493,0.4246,0.0754,0.5,0.1507,0.1774,0.3014,0.2702,0.2316
885_25,0.05,0.2446,0.2973,0.0527,0.35,0.1054,0.1773,0.3012,0.7956,0.1396
944_9,0.05,0.2446,0.2973,0.0527,0.35,0.1054,0.1773,0.3012,0.7956,0.1396
1503_7,0.05,0.2446,0.2973,0.0527,0.35,0.1054,0.1773,0.3012,0.7956,0.1396
6408_16,0.05,0.2446,0.2973,0.0527,0.35,0.1054,0.1773,0.3012,0.7956,0.1396
2777_22,0.0294,0.3025,0.3676,0.0652,0.4328,0.1303,0.1772,0.3011,0.9028,0.1868
11811_40,0.2222,0.2338,0.2835,0.0498,0.3333,0.0996,0.1756,0.2987,0.0493,0.13
13790_14,0.2222,0.2338,0.2835,0.0498,0.3333,0.0996,0.1756,0.2987,0.0493,0.13
19928_34,0.2,0.2341,0.2837,0.0496,0.3333,0.0992,0.1748,0.2976,0.1458,0.1295
20391_29,0.05,0.2459,0.298,0.052,0.35,0.1041,0.1747,0.2974,0.7967,0.138
1900_40,0.0714,0.2509,0.304,0.0531,0.3571,0.1062,0.1746,0.2974,0.7154,0.1418
8527_12,0.4429,0.3852,0.4664,0.0812,0.5476,0.1625,0.1742,0.2967,-0.1498,0.2642
12448_35,0.1294,0.2861,0.346,0.0599,0.4059,0.1198,0.173,0.295,0.5477,0.1678
6560_16,0.2059,0.2289,0.2762,0.0473,0.3235,0.0947,0.1714,0.2926,0.1004,0.1228
1785_21,0.0714,0.2529,0.305,0.0521,0.3571,0.1043,0.171,0.292,0.7175,0.1396
9266_34,0.4062,0.271,0.3269,0.0559,0.3828,0.1118,0.171,0.292,-0.499,0.1534
19959_9,0.0714,0.2529,0.305,0.0521,0.3571,0.1043,0.171,0.292,0.7175,0.1396
3518_35,0.0972,0.3279,0.3954,0.0675,0.463,0.1351,0.1708,0.2918,0.7035,0.201
3589_16,0.1154,0.2453,0.2957,0.0504,0.3462,0.1009,0.1706,0.2914,0.5296,0.1337
3215_6,0.3646,0.3547,0.4274,0.0726,0.5,0.1453,0.17,0.2906,-0.0278,0.2251
3223_6,0.3646,0.3547,0.4274,0.0726,0.5,0.1453,0.17,0.2906,-0.0278,0.2251
3224_6,0.3646,0.3547,0.4274,0.0726,0.5,0.1453,0.17,0.2906,-0.0278,0.2251
3226_6,0.3646,0.3547,0.4274,0.0726,0.5,0.1453,0.17,0.2906,-0.0278,0.2251
3231_6,0.3646,0.3547,0.4274,0.0726,0.5,0.1453,0.17,0.2906,-0.0278,0.2251
4302_36,0.0882,0.2712,0.3268,0.0556,0.3824,0.1111,0.17,0.2906,0.6747,0.1525
13733_6,0.05,0.3232,0.3894,0.0662,0.4556,0.1324,0.17,0.2906,0.8453,0.1956
17942_36,0.0882,0.2712,0.3268,0.0556,0.3824,0.1111,0.17,0.2906,0.6747,0.1525
6791_36,0.3056,0.2172,0.2614,0.0442,0.3056,0.0884,0.169,0.2892,-0.4068,0.1129
8145_29,0.4167,0.4165,0.4999,0.0834,0.5833,0.1668,0.1668,0.2859,-3.00E-04,0.2859
7538_34,0.3,0.2151,0.2575,0.0425,0.3,0.0849,0.1649,0.2831,-0.395,0.1082
1439_37,0.25,0.2195,0.2626,0.043,0.3056,0.086,0.1638,0.2815,-0.1387,0.1102
18365_32,0.1111,0.2395,0.2864,0.0469,0.3333,0.0938,0.1638,0.2814,0.5361,0.1234
7450_25,0.25,0.2195,0.2626,0.043,0.3056,0.086,0.1638,0.2815,-0.1387,0.1102
5694_19,0.2292,0.3245,0.3879,0.0635,0.4514,0.1269,0.1636,0.2812,0.2937,0.1879
7092_22,0.2889,0.3859,0.461,0.0751,0.5361,0.1502,0.1629,0.2802,0.2513,0.2446
17115_32,0.2889,0.3859,0.461,0.0751,0.5361,0.1502,0.1629,0.2802,0.2513,0.2446
22709_12,0.2788,0.4298,0.513,0.0832,0.5962,0.1663,0.1621,0.279,0.3513,0.2917
2413_6,0.1875,0.2256,0.269,0.0435,0.3125,0.0869,0.1616,0.2782,0.1687,0.1123
10318_16,0.1667,0.2406,0.2869,0.0464,0.3333,0.0928,0.1616,0.2783,0.3072,0.1222
641_16,0.2308,0.2225,0.2651,0.0426,0.3077,0.0852,0.1607,0.2769,-0.0372,0.1096
3181_12,0.2308,0.2225,0.2651,0.0426,0.3077,0.0852,0.1607,0.2769,-0.0372,0.1096
20645_31,0.2308,0.2225,0.2651,0.0426,0.3077,0.0852,0.1607,0.2769,-0.0372,0.1096
8969_20,0.15,0.3311,0.3939,0.0628,0.4567,0.1256,0.1595,0.275,0.5469,0.1878
2583_24,0.05,0.331,0.3936,0.0626,0.4562,0.1253,0.1592,0.2746,0.8489,0.1873
4981_10,0.25,0.431,0.5124,0.0814,0.5938,0.1627,0.1588,0.274,0.42,0.286
22364_30,0.1071,0.2335,0.2775,0.0439,0.3214,0.0879,0.1584,0.2734,0.5412,0.1147
17784_13,0.1071,0.2335,0.2775,0.0439,0.3214,0.0879,0.1584,0.2734,0.5412,0.1147
12536_28,0.3616,0.432,0.5129,0.0809,0.5938,0.1617,0.1577,0.2724,0.163,0.2847
7278_15,0.1333,0.3648,0.4324,0.0676,0.5,0.1352,0.1563,0.2703,0.6346,0.2128
13209_29,0.3111,0.3651,0.4325,0.0675,0.5,0.1349,0.156,0.2699,0.1478,0.2125
5361_7,0.2,0.2193,0.2596,0.0404,0.3,0.0807,0.1555,0.2691,0.0879,0.1034
8486_34,0.2,0.2193,0.2596,0.0404,0.3,0.0807,0.1555,0.2691,0.0879,0.1034
9124_6,0.2,0.2193,0.2596,0.0404,0.3,0.0807,0.1555,0.2691,0.0879,0.1034
16426_30,0.2,0.2193,0.2596,0.0404,0.3,0.0807,0.1555,0.2691,0.0879,0.1034
17537_16,0.2,0.2193,0.2596,0.0404,0.3,0.0807,0.1555,0.2691,0.0879,0.1034
19564_21,0.2,0.2195,0.2597,0.0403,0.3,0.0805,0.155,0.2684,0.0888,0.1032
20477_39,0.2,0.2195,0.2597,0.0403,0.3,0.0805,0.155,0.2684,0.0888,0.1032
17516_16,0.2,0.2197,0.2599,0.0401,0.3,0.0803,0.1545,0.2676,0.0898,0.1029
17212_25,0.3833,0.293,0.3465,0.0535,0.4,0.107,0.1543,0.2674,-0.3081,0.1513
13830_17,0.2,0.2203,0.2602,0.0398,0.3,0.0797,0.1532,0.2656,0.0922,0.1022
12263_16,0.0625,0.3316,0.3915,0.0599,0.4514,0.1198,0.153,0.2654,0.8115,0.1792
20482_18,0.1538,0.2262,0.267,0.0407,0.3077,0.0815,0.1526,0.2648,0.3199,0.1053
16120_36,0.3954,0.3683,0.4342,0.0658,0.5,0.1317,0.1517,0.2634,-0.0736,0.2085
2877_30,0.3944,0.4135,0.4873,0.0738,0.5611,0.1477,0.1515,0.2632,0.046,0.2517
12492_17,0.1544,0.2817,0.332,0.0503,0.3824,0.1006,0.1515,0.2632,0.4519,0.1401
13099_37,0.2778,0.2643,0.3113,0.047,0.3583,0.0941,0.1511,0.2625,-0.0512,0.1279
4427_34,0.1667,0.2215,0.2608,0.0392,0.3,0.0785,0.1505,0.2616,0.2476,0.1008
16116_11,0.2857,0.2111,0.2484,0.0373,0.2857,0.0746,0.1502,0.2612,-0.3535,0.0946
15199_26,0.1714,0.3698,0.4349,0.0651,0.5,0.1302,0.1497,0.2605,0.5364,0.2067
12361_15,0.1,0.3707,0.4354,0.0646,0.5,0.1293,0.1485,0.2585,0.7303,0.2054
18040_25,0.0667,0.2472,0.2903,0.0431,0.3333,0.0862,0.1484,0.2585,0.7303,0.1145
15982_40,0.2778,0.2062,0.242,0.0358,0.2778,0.0715,0.1478,0.2576,-0.3469,0.0901
16519_28,0.2778,0.2062,0.242,0.0358,0.2778,0.0715,0.1478,0.2576,-0.3469,0.0901
4975_41,0.2944,0.3554,0.4166,0.0612,0.4778,0.1224,0.1469,0.2561,0.1716,0.1898
1682_21,0.2722,0.2977,0.3489,0.0511,0.4,0.1023,0.1466,0.2557,0.0857,0.1456
10921_17,0.2722,0.2977,0.3489,0.0511,0.4,0.1023,0.1466,0.2557,0.0857,0.1456
20859_8,0.2589,0.3323,0.3894,0.057,0.4464,0.1141,0.1465,0.2555,0.2209,0.1709
1640_15,0.3382,0.3417,0.4002,0.0586,0.4588,0.1172,0.1464,0.2554,0.01,0.178
2524_6,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
4009_35,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
5334_37,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
9969_22,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
12187_24,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
17116_28,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
17145_35,0.1,0.2235,0.2617,0.0383,0.3,0.0765,0.1461,0.255,0.5526,0.0985
15746_27,0.1382,0.3991,0.4672,0.0681,0.5353,0.1362,0.1457,0.2544,0.6537,0.2266
9215_34,0.0625,0.2331,0.2728,0.0397,0.3125,0.0794,0.1456,0.2542,0.7318,0.1036
116_30,0.2143,0.2132,0.2494,0.0363,0.2857,0.0725,0.1454,0.2539,-0.0052,0.0922
10229_10,0.2812,0.2681,0.3138,0.0456,0.3594,0.0912,0.1454,0.2539,-0.0489,0.1247
10572_30,0.2143,0.2132,0.2494,0.0363,0.2857,0.0725,0.1454,0.2539,-0.0052,0.0922
16794_30,0.2143,0.2132,0.2494,0.0363,0.2857,0.0725,0.1454,0.2539,-0.0052,0.0922
11716_26,0.0625,0.2334,0.273,0.0395,0.3125,0.0791,0.1448,0.253,0.7322,0.1032
19985_23,0.3542,0.4047,0.4732,0.0685,0.5417,0.1369,0.1447,0.2528,0.125,0.23
9694_33,0.1048,0.3737,0.4368,0.0632,0.5,0.1263,0.1446,0.2527,0.7196,0.2017
11860_12,0.0625,0.2338,0.2732,0.0393,0.3125,0.0787,0.144,0.2517,0.7327,0.1027
11001_27,0.1778,0.2685,0.3134,0.0449,0.3583,0.0899,0.1434,0.2508,0.3378,0.1228
1504_13,0.2222,0.2082,0.243,0.0348,0.2778,0.0696,0.1433,0.2506,-0.0675,0.0879
1628_40,0.2222,0.2082,0.243,0.0348,0.2778,0.0696,0.1433,0.2506,-0.0675,0.0879
17423_40,0.2222,0.2082,0.243,0.0348,0.2778,0.0696,0.1433,0.2506,-0.0675,0.0879
7296_40,0.1176,0.2204,0.2573,0.0368,0.2941,0.0737,0.1432,0.2505,0.4663,0.0945
13089_32,0.1176,0.2204,0.2573,0.0368,0.2941,0.0737,0.1432,0.2505,0.4663,0.0945
8109_26,0.3333,0.3013,0.3513,0.0499,0.4012,0.0999,0.1422,0.249,-0.1061,0.143
2827_24,0.2727,0.2049,0.2388,0.0339,0.2727,0.0678,0.142,0.2487,-0.3311,0.0853
1502_40,0.1556,0.3106,0.3608,0.0503,0.4111,0.1005,0.1393,0.2445,0.4991,0.1458
1259_12,0.1,0.227,0.2635,0.0365,0.3,0.073,0.1386,0.2435,0.5594,0.0945
11979_6,0.2111,0.4343,0.5042,0.0699,0.5741,0.1398,0.1386,0.2435,0.5139,0.2471
2519_34,0.1667,0.2105,0.2441,0.0336,0.2778,0.0673,0.1378,0.2422,0.2083,0.0852
5935_9,0.1429,0.2165,0.2511,0.0346,0.2857,0.0692,0.1378,0.2422,0.3402,0.0883
13158_18,0.1667,0.2105,0.2441,0.0336,0.2778,0.0673,0.1378,0.2422,0.2083,0.0852
6074_24,0.3611,0.3632,0.4208,0.0576,0.4784,0.1152,0.1369,0.2408,0.0058,0.1809
1829_35,0.3167,0.4056,0.4695,0.0639,0.5333,0.1277,0.136,0.2395,0.2193,0.2149
3214_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3227_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3234_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3235_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3238_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3240_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3241_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
3242_12,0.3958,0.3803,0.4401,0.0599,0.5,0.1197,0.136,0.2395,-0.0409,0.1932
5848_28,0.1667,0.2113,0.2445,0.0332,0.2778,0.0665,0.136,0.2394,0.2112,0.0843
12311_34,0.1667,0.2113,0.2445,0.0332,0.2778,0.0665,0.136,0.2394,0.2112,0.0843
19159_9,0.1429,0.2174,0.2516,0.0342,0.2857,0.0683,0.1358,0.2391,0.3429,0.0873
17186_41,0.3646,0.2616,0.3027,0.0411,0.3438,0.0822,0.1357,0.239,-0.3938,0.1113
4324_35,0.1667,0.2115,0.2446,0.0331,0.2778,0.0663,0.1354,0.2386,0.212,0.084
